년도,구분,인구수,죄종,발생,검거,범죄율(10만명당),검거율(%)
2024,용산구,296118,합계,3322,2475,1121.85,74.5
2024,은평구,425419,"강간,추행",132,108,31.03,81.82
2024,은평구,425419,강도,1,4,0.24,400.0
2024,은평구,425419,살인,9,9,2.12,100.0
2024,은평구,425419,절도,1517,993,356.59,65.46
2024,은평구,425419,폭력,1558,1349,366.23,86.59
2024,은평구,425419,합계,3217,2463,756.2,76.56
2024,종로구,304702,"강간,추행",209,146,68.59,69.86
2024,종로구,304702,강도,5,6,1.64,120.0
2024,종로구,304702,살인,2,1,0.66,50.0
2024,종로구,304702,절도,1183,700,388.25,59.17
2024,종로구,304702,폭력,1366,1190,448.31,87.12
2024,종로구,304702,합계,2765,2043,907.44,73.89
2024,중구,320035,"강간,추행",177,121,55.31,68.36
2024,중구,320035,강도,5,5,1.56,100.0
2024,중구,320035,살인,5,4,1.56,80.0
2024,중구,320035,절도,1398,816,436.83,58.37
2024,중구,320035,폭력,1370,1234,428.08,90.07
2024,중구,320035,합계,2955,2180,923.34,73.77
2024,중랑구,340332,"강간,추행",143,116,42.02,81.12
2024,중랑구,340332,강도,2,2,0.59,100.0
2024,중랑구,340332,살인,5,5,1.47,100.0
2024,중랑구,340332,절도,1437,931,422.23,64.79
2024,중랑구,340332,폭력,1582,1409,464.84,89.06
2024,중랑구,340332,합계,3169,2463,931.15,77.72
